billing_product_id,billing_account_id,asset_id,order_id,product_name,charge_type,charge_amount,last_billed_date,next_billing_date,status
BP01009,BACC00190,AST00702,ORD00702,Cloud Voice,Annual,9.5,20/05/2026,18/08/2026,Active
BP01010,BACC00956,AST00304,ORD00304,SD-WAN,Annual,300.0,20/05/2026,18/08/2026,Ceased
BP01011,BACC00720,AST01499,ORD01499,FTTP Broadband,Quarterly,56.25,20/05/2026,18/08/2026,Active
BP01012,BACC00053,AST01802,ORD01802,PSTN Line,Monthly,18.5,20/05/2026,18/08/2026,Active
BP01013,BACC00009,AST01205,ORD01205,PSTN Line,Quarterly,18.5,20/05/2026,18/08/2026,Active
BP01014,BACC00869,AST01746,ORD01746,FTTP Broadband,Quarterly,67.5,20/05/2026,18/08/2026,Active
BP01015,BACC00363,AST01715,ORD01715,PSTN Line,Annual,16.65,20/05/2026,20/06/2026,Active
BP01016,BACC00739,AST00183,ORD00183,SD-WAN,Annual,165.0,20/05/2026,18/08/2026,Active
BP01017,BACC00124,AST00454,ORD00454,Broadband,Quarterly,35.2,20/05/2026,20/06/2026,Active
BP01018,BACC00789,AST00969,ORD00969,Ethernet Circuit,Annual,242.0,20/05/2026,20/06/2026,Active
BP01019,BACC00183,AST01058,ORD01058,Broadband,Monthly,28.8,20/05/2026,19/06/2026,Active
BP01020,BACC00836,AST00781,ORD00781,Broadband,Annual,35.2,20/05/2026,19/06/2026,Active
BP01021,BACC00526,AST01128,ORD01128,Cloud Voice,Annual,14.25,20/05/2026,18/08/2026,Active
BP01022,BACC00253,AST00359,ORD00359,Cloud Voice,Quarterly,14.25,20/05/2026,20/06/2026,Active
BP01023,BACC00253,AST01673,ORD01673,Broadband,Monthly,32.0,20/05/2026,18/08/2026,Ceased
BP01024,BACC00216,AST00840,ORD00840,SD-WAN,Annual,300.0,20/05/2026,19/06/2026,Inactive
BP01025,BACC00585,AST01004,ORD01004,Ethernet Circuit,Monthly,198.0,20/05/2026,19/06/2026,Active
BP01026,BACC00913,AST00982,ORD00982,Cloud Voice,Quarterly,8.55,20/05/2026,20/06/2026,Active
BP01027,BACC00516,AST01313,ORD01313,MPLS Circuit,Annual,162.0,20/05/2026,18/08/2026,Active
BP01028,BACC00124,AST00894,ORD00894,Mobile Voice,Quarterly,26.4,20/05/2026,20/06/2026,Ceased
BP01029,BACC00369,AST00682,ORD00682,PSTN Line,Monthly,16.65,20/05/2026,18/08/2026,Active
BP01030,BACC00459,AST01296,ORD01296,Cloud Voice,Annual,19.0,20/05/2026,19/06/2026,Active
BP01031,BACC00361,AST01626,ORD01626,Cloud Voice,Annual,9.5,20/05/2026,20/06/2026,Active
BP01032,BACC00102,AST01396,ORD01396,Ethernet Circuit,Annual,275.0,20/05/2026,19/06/2026,Active
BP01033,BACC00359,AST01329,ORD01329,MPLS Circuit,Monthly,270.0,20/05/2026,20/06/2026,Ceased
BP01034,BACC00240,AST00168,ORD00168,Mobile Voice,Monthly,26.4,20/05/2026,20/06/2026,Active
BP01035,BACC00897,AST01985,ORD01985,Mobile Voice,Annual,48.0,20/05/2026,20/06/2026,Active
BP01036,BACC00328,AST00214,ORD00214,Broadband,Quarterly,40.0,20/05/2026,20/06/2026,Active
BP01037,BACC00213,AST01593,ORD01593,SIP Trunk,Quarterly,21.0,20/05/2026,18/08/2026,Active
BP01038,BACC00426,AST01805,ORD01805,Broadband,Quarterly,28.8,20/05/2026,19/06/2026,Ceased
BP01039,BACC00157,AST01099,ORD01099,Ethernet Circuit,Quarterly,242.0,20/05/2026,18/08/2026,Active
BP01040,BACC00810,AST01653,ORD01653,Broadband,Annual,48.0,20/05/2026,18/08/2026,Inactive
BP01041,BACC00642,AST00524,ORD00524,Mobile Voice,Quarterly,26.4,20/05/2026,19/06/2026,Active
BP01042,BACC00684,AST00019,ORD00019,PSTN Line,Monthly,18.5,20/05/2026,18/08/2026,Active
BP01043,BACC00996,AST00581,ORD00581,Broadband,Monthly,40.0,20/05/2026,19/06/2026,Active
BP01044,BACC00141,AST00590,ORD00590,Mobile Voice,Annual,48.0,20/05/2026,19/06/2026,Active
BP01045,BACC00195,AST01154,ORD01154,Broadband,Quarterly,40.0,20/05/2026,18/08/2026,Active
BP01046,BACC00326,AST01264,ORD01264,PSTN Line,Monthly,20.35,20/05/2026,20/06/2026,Active
BP01047,BACC00300,AST01751,ORD01751,Ethernet Circuit,Monthly,198.0,20/05/2026,20/06/2026,Active
BP01048,BACC00894,AST00418,ORD00418,Ethernet Circuit,Quarterly,242.0,20/05/2026,20/06/2026,Active
BP01049,BACC00267,AST01166,ORD01166,Cloud Voice,Quarterly,14.25,20/05/2026,19/06/2026,Ceased
BP01050,BACC00622,AST00110,ORD00110,MPLS Circuit,Annual,270.0,20/05/2026,20/06/2026,Active
BP01051,BACC00419,AST01383,ORD01383,PSTN Line,Annual,18.5,20/05/2026,18/08/2026,Inactive
BP01052,BACC00615,AST01975,ORD01975,MPLS Circuit,Monthly,180.0,20/05/2026,20/06/2026,Active
BP01053,BACC00021,AST01259,ORD01259,MPLS Circuit,Annual,180.0,20/05/2026,20/06/2026,Active
BP01054,BACC00396,AST00975,ORD00975,Ethernet Circuit,Annual,275.0,20/05/2026,20/06/2026,Ceased
BP01055,BACC00116,AST01590,ORD01590,Broadband,Annual,28.8,20/05/2026,20/06/2026,Active
BP01056,BACC00929,AST00662,ORD00662,SD-WAN,Monthly,187.5,20/05/2026,18/08/2026,Active
BP01057,BACC00443,AST01263,ORD01263,MPLS Circuit,Monthly,270.0,20/05/2026,19/06/2026,Ceased
BP01058,BACC00735,AST01593,ORD01593,SIP Trunk,Quarterly,15.4,20/05/2026,20/06/2026,Active
BP01059,BACC00381,AST01394,ORD01394,Ethernet Circuit,Quarterly,440.0,20/05/2026,19/06/2026,Active
BP01060,BACC00346,AST01114,ORD01114,FTTC Broadband,Annual,34.2,20/05/2026,20/06/2026,Active
BP01061,BACC00920,AST01436,ORD01436,FTTP Broadband,Annual,49.5,20/05/2026,20/06/2026,Active
BP01062,BACC00510,AST01851,ORD01851,SIP Trunk,Quarterly,17.5,20/05/2026,18/08/2026,Inactive
BP01063,BACC00628,AST01502,ORD01502,PSTN Line,Quarterly,18.5,20/05/2026,20/06/2026,Active
BP01064,BACC00511,AST00312,ORD00312,Ethernet Circuit,Quarterly,242.0,20/05/2026,18/08/2026,Active
BP01065,BACC00655,AST00499,ORD00499,FTTP Broadband,Annual,67.5,20/05/2026,19/06/2026,Active
BP01066,BACC00562,AST01569,ORD01569,FTTC Broadband,Monthly,57.0,20/05/2026,18/08/2026,Active
BP01067,BACC00408,AST01710,ORD01710,Ethernet Circuit,Annual,440.0,20/05/2026,20/06/2026,Active
BP01068,BACC00457,AST01551,ORD01551,Broadband,Monthly,28.8,20/05/2026,18/08/2026,Ceased
BP01069,BACC00216,AST00882,ORD00882,Mobile Voice,Annual,26.4,20/05/2026,18/08/2026,Active
BP01070,BACC00077,AST01771,ORD01771,Mobile Voice,Monthly,21.6,20/05/2026,19/06/2026,Active
BP01071,BACC00981,AST00338,ORD00338,Broadband,Monthly,35.2,20/05/2026,20/06/2026,Active
BP01072,BACC00699,AST01067,ORD01067,Mobile Voice,Annual,26.4,20/05/2026,18/08/2026,Active
BP01073,BACC00676,AST00887,ORD00887,FTTP Broadband,Quarterly,45.0,20/05/2026,20/06/2026,Active
BP01074,BACC00621,AST01528,ORD01528,SIP Trunk,Monthly,28.0,20/05/2026,20/06/2026,Ceased
BP01075,BACC00123,AST01095,ORD01095,MPLS Circuit,Monthly,162.0,20/05/2026,20/06/2026,Inactive
BP01076,BACC00635,AST00829,ORD00829,Broadband,Monthly,40.0,20/05/2026,20/06/2026,Active
BP01077,BACC00480,AST00941,ORD00941,SIP Trunk,Annual,28.0,20/05/2026,20/06/2026,Active
BP01078,BACC00880,AST01011,ORD01011,Cloud Voice,Annual,10.45,20/05/2026,20/06/2026,Active
BP01079,BACC00294,AST01038,ORD01038,Cloud Voice,Quarterly,10.45,20/05/2026,20/06/2026,Active
BP01080,BACC00044,AST00167,ORD00167,FTTP Broadband,Annual,40.5,20/05/2026,20/06/2026,Active
BP01081,BACC00763,AST00033,ORD00033,FTTC Broadband,Monthly,41.8,20/05/2026,18/08/2026,Inactive
BP01082,BACC00731,AST00420,ORD00420,SIP Trunk,Quarterly,15.4,20/05/2026,19/06/2026,Inactive
BP01083,BACC00678,AST00193,ORD00193,Ethernet Circuit,Annual,198.0,20/05/2026,19/06/2026,Active
BP01084,BACC00382,AST00455,ORD00455,SIP Trunk,Annual,21.0,20/05/2026,18/08/2026,Active
BP01085,BACC00949,AST01750,ORD01750,SD-WAN,Monthly,187.5,20/05/2026,19/06/2026,Inactive
BP01086,BACC00880,AST00161,ORD00161,SD-WAN,Monthly,225.0,20/05/2026,20/06/2026,Active
BP01087,BACC00974,AST01338,ORD01338,FTTP Broadband,Monthly,90.0,20/05/2026,18/08/2026,Active
BP01088,BACC00448,AST00695,ORD00695,FTTP Broadband,Quarterly,56.25,20/05/2026,20/06/2026,Ceased
BP01089,BACC00790,AST01318,ORD01318,Mobile Voice,Annual,24.0,20/05/2026,19/06/2026,Active
BP01090,BACC00722,AST00387,ORD00387,SD-WAN,Annual,135.0,20/05/2026,19/06/2026,Active
BP01091,BACC00118,AST00995,ORD00995,MPLS Circuit,Annual,360.0,20/05/2026,18/08/2026,Active
BP01092,BACC00446,AST00255,ORD00255,Broadband,Monthly,28.8,20/05/2026,18/08/2026,Active
BP01093,BACC00671,AST00179,ORD00179,Cloud Voice,Monthly,10.45,20/05/2026,19/06/2026,Active
BP01094,BACC00592,AST01970,ORD01970,FTTC Broadband,Quarterly,34.2,20/05/2026,20/06/2026,Ceased
BP01095,BACC00591,AST00710,ORD00710,PSTN Line,Monthly,23.12,20/05/2026,18/08/2026,Active
BP01096,BACC00800,AST01823,ORD01823,Broadband,Monthly,32.0,20/05/2026,18/08/2026,Active
BP01097,BACC00975,AST01662,ORD01662,Mobile Voice,Quarterly,36.0,20/05/2026,18/08/2026,Active
BP01098,BACC00107,AST00591,ORD00591,Ethernet Circuit,Annual,220.0,20/05/2026,19/06/2026,Active
BP01099,BACC00474,AST00504,ORD00504,SD-WAN,Annual,225.0,20/05/2026,19/06/2026,Ceased
BP01100,BACC00072,AST00737,ORD00737,Mobile Voice,Annual,48.0,20/05/2026,19/06/2026,Active
BP01101,BACC00772,AST01183,ORD01183,SIP Trunk,Annual,14.0,20/05/2026,20/06/2026,Active
BP01102,BACC00796,AST01776,ORD01776,SD-WAN,Quarterly,150.0,20/05/2026,18/08/2026,Active
BP01103,BACC00779,AST00145,ORD00145,FTTP Broadband,Monthly,56.25,20/05/2026,20/06/2026,Active
BP01104,BACC00537,AST00437,ORD00437,SIP Trunk,Monthly,15.4,20/05/2026,20/06/2026,Active
BP01105,BACC00154,AST00331,ORD00331,Cloud Voice,Annual,10.45,20/05/2026,18/08/2026,Active
BP01106,BACC00045,AST00152,ORD00152,PSTN Line,Annual,18.5,20/05/2026,18/08/2026,Active
BP01107,BACC00044,AST00408,ORD00408,FTTC Broadband,Annual,38.0,20/05/2026,20/06/2026,Active
BP01108,BACC00642,AST00347,ORD00347,Mobile Voice,Monthly,26.4,20/05/2026,18/08/2026,Inactive
BP01109,BACC00889,AST01831,ORD01831,MPLS Circuit,Annual,360.0,20/05/2026,18/08/2026,Active
BP01110,BACC00557,AST00928,ORD00928,FTTC Broadband,Monthly,76.0,20/05/2026,18/08/2026,Active
BP01111,BACC00241,AST00786,ORD00786,FTTP Broadband,Quarterly,45.0,20/05/2026,19/06/2026,Active
BP01112,BACC00764,AST01850,ORD01850,Broadband,Monthly,28.8,20/05/2026,19/06/2026,Active
BP01113,BACC00302,AST00439,ORD00439,Broadband,Monthly,40.0,20/05/2026,19/06/2026,Active
BP01114,BACC00191,AST01379,ORD01379,SIP Trunk,Quarterly,17.5,20/05/2026,19/06/2026,Active
BP01115,BACC00606,AST00704,ORD00704,SD-WAN,Annual,225.0,20/05/2026,19/06/2026,Active
BP01116,BACC00144,AST01242,ORD01242,Broadband,Quarterly,40.0,20/05/2026,18/08/2026,Active
BP01117,BACC00431,AST01486,ORD01486,SIP Trunk,Quarterly,28.0,20/05/2026,20/06/2026,Active
BP01118,BACC00171,AST01918,ORD01918,FTTC Broadband,Quarterly,76.0,20/05/2026,20/06/2026,Active
BP01119,BACC00338,AST01043,ORD01043,FTTC Broadband,Annual,41.8,20/05/2026,18/08/2026,Active
BP01120,BACC00474,AST00504,ORD00504,SD-WAN,Monthly,150.0,20/05/2026,18/08/2026,Active
BP01121,BACC00658,AST00335,ORD00335,Cloud Voice,Quarterly,10.45,20/05/2026,18/08/2026,Active
BP01122,BACC00094,AST01204,ORD01204,Mobile Voice,Monthly,30.0,20/05/2026,20/06/2026,Active
BP01123,BACC00854,AST00549,ORD00549,SIP Trunk,Quarterly,14.0,20/05/2026,20/06/2026,Ceased
BP01124,BACC00457,AST01551,ORD01551,Broadband,Annual,40.0,20/05/2026,18/08/2026,Active
BP01125,BACC00612,AST00870,ORD00870,MPLS Circuit,Monthly,198.0,20/05/2026,19/06/2026,Active
BP01126,BACC00064,AST00153,ORD00153,Broadband,Quarterly,40.0,20/05/2026,19/06/2026,Active
BP01127,BACC00181,AST00341,ORD00341,SIP Trunk,Monthly,17.5,20/05/2026,20/06/2026,Active
BP01128,BACC00798,AST01559,ORD01559,SD-WAN,Annual,135.0,20/05/2026,18/08/2026,Active
BP01129,BACC00417,AST01162,ORD01162,SIP Trunk,Quarterly,28.0,20/05/2026,20/06/2026,Active
BP01130,BACC00439,AST00999,ORD00999,Mobile Voice,Quarterly,26.4,20/05/2026,18/08/2026,Active
BP01131,BACC00317,AST00233,ORD00233,Broadband,Monthly,40.0,20/05/2026,19/06/2026,Inactive
BP01132,BACC00402,AST00008,ORD00008,FTTC Broadband,Annual,47.5,20/05/2026,20/06/2026,Active
BP01133,BACC00555,AST01389,ORD01389,SIP Trunk,Monthly,15.4,20/05/2026,18/08/2026,Active
BP01134,BACC00241,AST00786,ORD00786,FTTP Broadband,Quarterly,67.5,20/05/2026,18/08/2026,Active
BP01135,BACC00398,AST01720,ORD01720,SIP Trunk,Monthly,12.6,20/05/2026,18/08/2026,Active
BP01136,BACC00565,AST01658,ORD01658,Cloud Voice,Quarterly,14.25,20/05/2026,20/06/2026,Inactive
BP01137,BACC00288,AST01877,ORD01877,SIP Trunk,Quarterly,12.6,20/05/2026,19/06/2026,Active
BP01138,BACC00318,AST00047,ORD00047,MPLS Circuit,Quarterly,270.0,20/05/2026,18/08/2026,Inactive
BP01139,BACC00745,AST00663,ORD00663,Mobile Voice,Annual,48.0,20/05/2026,20/06/2026,Active
BP01140,BACC00441,AST01517,ORD01517,SIP Trunk,Monthly,21.0,20/05/2026,18/08/2026,Active
BP01141,BACC00131,AST00066,ORD00066,Mobile Voice,Annual,48.0,20/05/2026,20/06/2026,Ceased
BP01142,BACC00879,AST00304,ORD00304,SD-WAN,Quarterly,150.0,20/05/2026,19/06/2026,Active
BP01143,BACC00520,AST00167,ORD00167,FTTP Broadband,Quarterly,67.5,20/05/2026,19/06/2026,Inactive
BP01144,BACC00151,AST00076,ORD00076,Mobile Voice,Monthly,24.0,20/05/2026,20/06/2026,Ceased
BP01145,BACC00843,AST00508,ORD00508,MPLS Circuit,Monthly,162.0,20/05/2026,19/06/2026,Active
BP01146,BACC00528,AST01689,ORD01689,SIP Trunk,Quarterly,28.0,20/05/2026,20/06/2026,Active
BP01147,BACC00780,AST00744,ORD00744,FTTP Broadband,Monthly,45.0,20/05/2026,19/06/2026,Active
BP01148,BACC00902,AST00586,ORD00586,MPLS Circuit,Monthly,198.0,20/05/2026,18/08/2026,Ceased
BP01149,BACC00872,AST01453,ORD01453,Cloud Voice,Monthly,8.55,20/05/2026,20/06/2026,Active
BP01150,BACC00317,AST00342,ORD00342,Ethernet Circuit,Annual,440.0,20/05/2026,20/06/2026,Active
BP01151,BACC00083,AST00979,ORD00979,FTTP Broadband,Monthly,49.5,20/05/2026,19/06/2026,Active
BP01152,BACC00701,AST00758,ORD00758,Broadband,Annual,48.0,20/05/2026,18/08/2026,Active
BP01153,BACC00398,AST01720,ORD01720,SIP Trunk,Quarterly,28.0,20/05/2026,19/06/2026,Active
BP01154,BACC00446,AST00307,ORD00307,MPLS Circuit,Annual,162.0,20/05/2026,20/06/2026,Active
BP01155,BACC00140,AST00461,ORD00461,Ethernet Circuit,Annual,440.0,20/05/2026,19/06/2026,Active
BP01156,BACC00361,AST01626,ORD01626,Cloud Voice,Annual,9.5,20/05/2026,18/08/2026,Inactive
BP01157,BACC00183,AST01454,ORD01454,FTTC Broadband,Monthly,76.0,20/05/2026,19/06/2026,Active
BP01158,BACC00515,AST00045,ORD00045,Mobile Voice,Annual,26.4,20/05/2026,19/06/2026,Ceased
BP01159,BACC00095,AST01093,ORD01093,FTTP Broadband,Monthly,56.25,20/05/2026,19/06/2026,Active
BP01160,BACC00344,AST01722,ORD01722,SIP Trunk,Monthly,12.6,20/05/2026,20/06/2026,Active
BP01161,BACC00382,AST00455,ORD00455,SIP Trunk,Quarterly,28.0,20/05/2026,19/06/2026,Active
BP01162,BACC00244,AST01713,ORD01713,FTTP Broadband,Monthly,56.25,20/05/2026,20/06/2026,Ceased
BP01163,BACC00478,AST00633,ORD00633,MPLS Circuit,Monthly,270.0,20/05/2026,18/08/2026,Ceased
BP01164,BACC00875,AST00715,ORD00715,Cloud Voice,Annual,14.25,20/05/2026,19/06/2026,Active
BP01165,BACC00868,AST00856,ORD00856,MPLS Circuit,Annual,360.0,20/05/2026,19/06/2026,Active
BP01166,BACC00426,AST01109,ORD01109,SD-WAN,Annual,150.0,20/05/2026,18/08/2026,Active
BP01167,BACC00939,AST01568,ORD01568,PSTN Line,Annual,20.35,20/05/2026,20/06/2026,Active
BP01168,BACC00527,AST01103,ORD01103,FTTP Broadband,Monthly,40.5,20/05/2026,18/08/2026,Active
BP01169,BACC00890,AST01894,ORD01894,FTTC Broadband,Monthly,47.5,20/05/2026,20/06/2026,Ceased
BP01170,BACC00410,AST01676,ORD01676,FTTP Broadband,Annual,49.5,20/05/2026,18/08/2026,Active
BP01171,BACC00370,AST00971,ORD00971,SD-WAN,Quarterly,187.5,20/05/2026,18/08/2026,Active
BP01172,BACC00180,AST01591,ORD01591,FTTC Broadband,Quarterly,38.0,20/05/2026,20/06/2026,Active
BP01173,BACC00018,AST00131,ORD00131,Cloud Voice,Monthly,10.45,20/05/2026,20/06/2026,Active
BP01174,BACC00441,AST00982,ORD00982,PSTN Line,Annual,20.35,20/05/2026,19/06/2026,Ceased
BP01175,BACC00069,AST01859,ORD01859,PSTN Line,Quarterly,16.65,20/05/2026,20/06/2026,Active
BP01176,BACC00444,AST00159,ORD00159,Cloud Voice,Annual,8.55,20/05/2026,19/06/2026,Active
BP01177,BACC00499,AST01149,ORD01149,Mobile Voice,Annual,24.0,20/05/2026,20/06/2026,Active
BP01178,BACC00894,AST01793,ORD01793,SIP Trunk,Quarterly,28.0,20/05/2026,18/08/2026,Ceased
BP01179,BACC00730,AST01542,ORD01542,Broadband,Monthly,40.0,20/05/2026,20/06/2026,Inactive
BP01180,BACC00756,AST00824,ORD00824,SD-WAN,Annual,187.5,20/05/2026,19/06/2026,Active
BP01181,BACC00813,AST01175,ORD01175,SIP Trunk,Monthly,14.0,20/05/2026,18/08/2026,Active
BP01182,BACC00849,AST01142,ORD01142,Broadband,Annual,40.0,20/05/2026,20/06/2026,Active
BP01183,BACC00334,AST00995,ORD00995,MPLS Circuit,Quarterly,360.0,20/05/2026,18/08/2026,Active
BP01184,BACC00150,AST00478,ORD00478,FTTC Broadband,Annual,34.2,20/05/2026,18/08/2026,Active
BP01185,BACC00214,AST01475,ORD01475,Cloud Voice,Annual,10.45,20/05/2026,20/06/2026,Active
BP01186,BACC00192,AST01173,ORD01173,MPLS Circuit,Monthly,198.0,20/05/2026,19/06/2026,Active
BP01187,BACC00139,AST01287,ORD01287,Mobile Voice,Annual,36.0,20/05/2026,20/06/2026,Active
BP01188,BACC00208,AST01520,ORD01520,Broadband,Monthly,40.0,20/05/2026,19/06/2026,Active
BP01189,BACC00634,AST00902,ORD00902,Ethernet Circuit,Quarterly,242.0,20/05/2026,18/08/2026,Active
BP01190,BACC00675,AST01194,ORD01194,PSTN Line,Quarterly,20.35,20/05/2026,19/06/2026,Active
BP01191,BACC00831,AST01288,ORD01288,Ethernet Circuit,Monthly,242.0,20/05/2026,19/06/2026,Active
BP01192,BACC00268,AST01221,ORD01221,MPLS Circuit,Annual,225.0,20/05/2026,18/08/2026,Active
BP01193,BACC00040,AST01025,ORD01025,SIP Trunk,Quarterly,12.6,20/05/2026,20/06/2026,Active
BP01194,BACC00645,AST00355,ORD00355,MPLS Circuit,Quarterly,360.0,20/05/2026,19/06/2026,Active
BP01195,BACC00096,AST00638,ORD00638,PSTN Line,Quarterly,27.75,20/05/2026,18/08/2026,Active
BP01196,BACC00550,AST00589,ORD00589,FTTC Broadband,Monthly,41.8,20/05/2026,18/08/2026,Active
BP01197,BACC00864,AST01232,ORD01232,Ethernet Circuit,Annual,440.0,20/05/2026,20/06/2026,Active
BP01198,BACC00507,AST01907,ORD01907,SIP Trunk,Quarterly,14.0,20/05/2026,18/08/2026,Active
BP01199,BACC00621,AST01528,ORD01528,SIP Trunk,Quarterly,21.0,20/05/2026,19/06/2026,Active
BP01200,BACC00297,AST01743,ORD01743,FTTC Broadband,Quarterly,47.5,20/05/2026,18/08/2026,Active
BP01201,BACC00628,AST01271,ORD01271,FTTP Broadband,Annual,56.25,20/05/2026,18/08/2026,Ceased
BP01202,BACC00964,AST00860,ORD00860,FTTC Broadband,Quarterly,34.2,20/05/2026,18/08/2026,Active
BP01203,BACC00022,AST00358,ORD00358,PSTN Line,Quarterly,23.12,20/05/2026,19/06/2026,Active
BP01204,BACC00346,AST00766,ORD00766,SIP Trunk,Annual,28.0,20/05/2026,19/06/2026,Active
BP01205,BACC00481,AST01422,ORD01422,MPLS Circuit,Monthly,270.0,20/05/2026,19/06/2026,Active
BP01206,BACC00726,AST00265,ORD00265,FTTC Broadband,Annual,47.5,20/05/2026,18/08/2026,Active
BP01207,BACC00678,AST00476,ORD00476,PSTN Line,Monthly,16.65,20/05/2026,20/06/2026,Ceased
BP01208,BACC00001,AST00042,ORD00042,FTTC Broadband,Quarterly,47.5,20/05/2026,19/06/2026,Active
BP01209,BACC00623,AST00605,ORD00605,FTTC Broadband,Monthly,76.0,20/05/2026,20/06/2026,Active
BP01210,BACC00842,AST00112,ORD00112,Cloud Voice,Quarterly,9.5,20/05/2026,19/06/2026,Active
BP01211,BACC00829,AST00343,ORD00343,PSTN Line,Annual,27.75,20/05/2026,18/08/2026,Inactive
BP01212,BACC00404,AST01556,ORD01556,FTTC Broadband,Annual,47.5,20/05/2026,18/08/2026,Ceased
BP01213,BACC00663,AST00731,ORD00731,Broadband,Quarterly,28.8,20/05/2026,18/08/2026,Active
BP01214,BACC00714,AST00226,ORD00226,MPLS Circuit,Monthly,162.0,20/05/2026,18/08/2026,Active
BP01215,BACC00166,AST01257,ORD01257,Cloud Voice,Annual,19.0,20/05/2026,20/06/2026,Ceased
BP01216,BACC00434,AST00511,ORD00511,Broadband,Monthly,40.0,20/05/2026,19/06/2026,Active
BP01217,BACC00001,AST00042,ORD00042,FTTC Broadband,Quarterly,38.0,20/05/2026,19/06/2026,Active
BP01218,BACC00575,AST00711,ORD00711,FTTC Broadband,Monthly,76.0,20/05/2026,19/06/2026,Active
BP01219,BACC00681,AST00166,ORD00166,PSTN Line,Monthly,27.75,20/05/2026,19/06/2026,Active
BP01220,BACC00490,AST01440,ORD01440,FTTC Broadband,Annual,47.5,20/05/2026,20/06/2026,Inactive
BP01221,BACC00883,AST00622,ORD00622,Broadband,Annual,40.0,20/05/2026,18/08/2026,Active
BP01222,BACC00863,AST00126,ORD00126,PSTN Line,Annual,16.65,20/05/2026,18/08/2026,Inactive
BP01223,BACC00893,AST01630,ORD01630,PSTN Line,Quarterly,20.35,20/05/2026,19/06/2026,Active
BP01224,BACC00345,AST01883,ORD01883,FTTC Broadband,Annual,47.5,20/05/2026,20/06/2026,Active
BP01225,BACC00990,AST00839,ORD00839,Broadband,Annual,40.0,20/05/2026,18/08/2026,Active
BP01226,BACC00090,AST00965,ORD00965,Broadband,Monthly,48.0,20/05/2026,19/06/2026,Ceased
BP01227,BACC00355,AST01186,ORD01186,PSTN Line,Monthly,37.0,20/05/2026,18/08/2026,Active
BP01228,BACC00082,AST01818,ORD01818,FTTP Broadband,Quarterly,67.5,20/05/2026,20/06/2026,Active
BP01229,BACC00651,AST00803,ORD00803,SD-WAN,Quarterly,150.0,20/05/2026,19/06/2026,Active
BP01230,BACC00312,AST01249,ORD01249,FTTP Broadband,Monthly,56.25,20/05/2026,18/08/2026,Active
BP01231,BACC00378,AST01711,ORD01711,Ethernet Circuit,Quarterly,440.0,20/05/2026,19/06/2026,Active
BP01232,BACC00630,AST00815,ORD00815,SD-WAN,Quarterly,150.0,20/05/2026,20/06/2026,Active
BP01233,BACC00007,AST01966,ORD01966,Cloud Voice,Monthly,9.5,20/05/2026,20/06/2026,Active
BP01234,BACC00138,AST00717,ORD00717,Ethernet Circuit,Quarterly,440.0,20/05/2026,20/06/2026,Inactive
BP01235,BACC00075,AST01391,ORD01391,SIP Trunk,Monthly,28.0,20/05/2026,20/06/2026,Active
BP01236,BACC00733,AST01379,ORD01379,SIP Trunk,Annual,12.6,20/05/2026,20/06/2026,Active
BP01237,BACC00579,AST00868,ORD00868,MPLS Circuit,Annual,225.0,20/05/2026,18/08/2026,Active
BP01238,BACC00358,AST01055,ORD01055,Cloud Voice,Quarterly,9.5,20/05/2026,20/06/2026,Active
BP01239,BACC00399,AST01685,ORD01685,Mobile Voice,Monthly,30.0,20/05/2026,19/06/2026,Active
BP01240,BACC00236,AST00107,ORD00107,SD-WAN,Quarterly,135.0,20/05/2026,18/08/2026,Active
BP01241,BACC00618,AST01858,ORD01858,MPLS Circuit,Quarterly,225.0,20/05/2026,20/06/2026,Active
BP01242,BACC00652,AST00358,ORD00358,PSTN Line,Annual,16.65,20/05/2026,20/06/2026,Ceased
BP01243,BACC00486,AST00770,ORD00770,MPLS Circuit,Monthly,162.0,20/05/2026,19/06/2026,Active
BP01244,BACC00867,AST01887,ORD01887,PSTN Line,Annual,20.35,20/05/2026,19/06/2026,Active
BP01245,BACC00839,AST01228,ORD01228,MPLS Circuit,Annual,180.0,20/05/2026,20/06/2026,Active
BP01246,BACC00777,AST00148,ORD00148,Cloud Voice,Monthly,11.88,20/05/2026,19/06/2026,Inactive
BP01247,BACC00828,AST01325,ORD01325,FTTP Broadband,Monthly,40.5,20/05/2026,18/08/2026,Ceased
BP01248,BACC00013,AST01640,ORD01640,Broadband,Annual,35.2,20/05/2026,19/06/2026,Active
BP01249,BACC00689,AST01637,ORD01637,PSTN Line,Quarterly,18.5,20/05/2026,19/06/2026,Active
BP01250,BACC00478,AST00633,ORD00633,MPLS Circuit,Quarterly,225.0,20/05/2026,19/06/2026,Active
BP01251,BACC00664,AST01281,ORD01281,MPLS Circuit,Annual,225.0,20/05/2026,18/08/2026,Active
BP01252,BACC00098,AST01589,ORD01589,Mobile Voice,Quarterly,26.4,20/05/2026,19/06/2026,Active
BP01253,BACC00223,AST00209,ORD00209,Ethernet Circuit,Annual,275.0,20/05/2026,18/08/2026,Active
BP01254,BACC00481,AST01898,ORD01898,FTTC Broadband,Annual,57.0,20/05/2026,20/06/2026,Active
BP01255,BACC00028,AST01944,ORD01944,SIP Trunk,Quarterly,15.4,20/05/2026,18/08/2026,Active
