asset_id,account_id,asset_type,installation_date,asset_status,location,maintenance_cost,service_number
AST00592,ACC00824,SD-WAN,09/06/2024,Active,London,25.3,SDWAN4868768164
AST00593,ACC00306,PSTN Line,10/01/2025,Active,Bristol,1.21,PSTN1003488978
AST00594,ACC00727,FTTP Broadband,17/12/2023,Active,London,6.35,FTTP9708816457
AST00595,ACC00510,PSTN Line,25/07/2024,Active,Glasgow,6.29,PSTN2092767908
AST00596,ACC00408,Mobile Voice,28/05/2023,Active,Bristol,3.6,MOB6876607841
AST00597,ACC00693,Cloud Voice,03/01/2026,Active,Cardiff,1.85,CV5329651564
AST00598,ACC00466,Cloud Voice,12/06/2023,Active,Edinburgh,1.75,CV1028184012
AST00599,ACC00571,FTTC Broadband,09/10/2023,Active,Leeds,3.8,FTTC9691474061
AST00600,ACC00403,Broadband,28/03/2025,Inactive,Edinburgh,3.46,BB5608740599
AST00601,ACC00923,SIP Trunk,20/01/2026,Active,Birmingham,2.84,SIP1764574650
AST00602,ACC00434,Cloud Voice,21/07/2025,Ceased,Birmingham,2.81,CV2502605409
AST00603,ACC00431,MPLS Circuit,26/04/2023,Inactive,Reading,20.64,MPLS5223855388
AST00604,ACC00728,FTTC Broadband,31/05/2023,Active,Manchester,4.66,FTTC8479395062
AST00605,ACC00396,FTTC Broadband,26/06/2025,Active,Cardiff,12.25,FTTC8800630299
AST00606,ACC00351,Ethernet Circuit,17/05/2025,Active,London,66.48,ETH7892346192
AST00607,ACC00543,Ethernet Circuit,18/11/2024,Active,Liverpool,23.46,ETH1507869180
AST00608,ACC00868,PSTN Line,04/01/2026,Active,Cardiff,2.77,PSTN9162249080
AST00609,ACC00571,SD-WAN,04/10/2025,Active,Glasgow,32.31,SDWAN2041985955
AST00610,ACC00954,Mobile Voice,05/11/2023,Active,Birmingham,4.81,MOB1528512841
AST00611,ACC00446,FTTP Broadband,30/07/2025,Ceased,Reading,3.66,FTTP5487708535
AST00612,ACC00298,Cloud Voice,03/08/2023,Inactive,Glasgow,2.73,CV1510885311
AST00613,ACC00588,Cloud Voice,22/03/2026,Active,Reading,2.7,CV3369261159
AST00614,ACC00096,Ethernet Circuit,17/02/2026,Active,Glasgow,57.53,ETH2999775898
AST00615,ACC00575,MPLS Circuit,01/11/2023,Active,Bristol,38.65,MPLS7838716449
AST00616,ACC00077,SD-WAN,15/07/2024,Ceased,Glasgow,13.73,SDWAN8541137079
AST00617,ACC00043,FTTP Broadband,06/03/2026,Active,London,4.04,FTTP7256506197
AST00618,ACC00303,FTTP Broadband,10/07/2025,Active,Leeds,10.22,FTTP3836816152
AST00619,ACC00716,SD-WAN,29/09/2025,Ceased,Birmingham,34.95,SDWAN1469265658
AST00620,ACC00822,Cloud Voice,05/11/2025,Active,Liverpool,2.32,CV5027758267
AST00621,ACC00384,SIP Trunk,08/12/2024,Active,Bristol,2.53,SIP7393063685
AST00622,ACC00011,Broadband,13/07/2025,Active,Edinburgh,3.65,BB2807769208
AST00623,ACC00874,FTTC Broadband,12/08/2024,Active,Cardiff,12.49,FTTC9841813616
AST00624,ACC00902,FTTC Broadband,07/04/2023,Active,Cardiff,8.44,FTTC1565473606
AST00625,ACC00338,FTTC Broadband,25/02/2023,Active,Edinburgh,11.68,FTTC9480064692
AST00626,ACC00602,MPLS Circuit,14/06/2024,Active,Cardiff,40.7,MPLS5718401583
AST00627,ACC00341,Broadband,13/12/2025,Ceased,Liverpool,7.16,BB7479299920
AST00628,ACC00733,FTTP Broadband,01/10/2025,Active,Birmingham,2.46,FTTP2125274993
AST00629,ACC00960,FTTC Broadband,05/06/2025,Active,Edinburgh,12.85,FTTC9611407533
AST00630,ACC00726,Ethernet Circuit,12/01/2026,Ceased,Liverpool,75.47,ETH2547198345
AST00631,ACC00955,Cloud Voice,03/01/2026,Active,London,1.54,CV7671833641
AST00632,ACC00470,Cloud Voice,21/03/2024,Active,Glasgow,2.7,CV5525325471
AST00633,ACC00059,MPLS Circuit,26/07/2023,Active,London,58.45,MPLS1022165982
AST00634,ACC00682,Ethernet Circuit,08/05/2023,Active,London,52.96,ETH2123812612
AST00635,ACC00116,Ethernet Circuit,16/12/2025,Active,London,68.3,ETH1195437261
AST00636,ACC00152,PSTN Line,18/08/2023,Active,Reading,3.63,PSTN6292380760
AST00637,ACC00532,PSTN Line,23/02/2024,Ceased,Reading,5.58,PSTN8298150965
AST00638,ACC00665,PSTN Line,08/04/2023,Inactive,Cardiff,1.76,PSTN6795881375
AST00639,ACC00823,FTTP Broadband,31/08/2025,Active,Bristol,7.31,FTTP4782154007
AST00640,ACC00036,FTTC Broadband,28/04/2025,Ceased,Leeds,11.75,FTTC6981079371
AST00641,ACC00636,Cloud Voice,05/08/2023,Active,Cardiff,0.7,CV3481472319
AST00642,ACC00244,Ethernet Circuit,09/11/2024,Active,Leeds,23.72,ETH8661355475
AST00643,ACC00696,Cloud Voice,11/10/2025,Inactive,Leeds,2.28,CV5079572305
AST00644,ACC00041,MPLS Circuit,23/05/2025,Active,Manchester,61.38,MPLS9066700300
AST00645,ACC00999,Cloud Voice,29/01/2026,Active,Manchester,2.64,CV8579991453
AST00646,ACC00055,PSTN Line,12/03/2024,Active,Manchester,4.29,PSTN8934942971
AST00647,ACC00400,SD-WAN,06/11/2024,Active,Liverpool,37.13,SDWAN3582085278
AST00648,ACC00766,Cloud Voice,27/02/2024,Inactive,Leeds,1.63,CV3907373562
AST00649,ACC00690,Ethernet Circuit,26/12/2025,Active,Bristol,37.43,ETH9833868346
AST00650,ACC00404,MPLS Circuit,15/06/2024,Ceased,Leeds,15.15,MPLS7460578518
AST00651,ACC00504,SIP Trunk,08/06/2023,Ceased,Leeds,4.24,SIP2298062942
AST00652,ACC00405,Broadband,31/12/2024,Ceased,Leeds,6.45,BB2094956142
AST00653,ACC00239,Mobile Voice,06/09/2024,Active,Edinburgh,7.1,MOB9915196916
AST00654,ACC00949,Mobile Voice,03/12/2023,Active,Liverpool,7.71,MOB6182206212
AST00655,ACC00755,FTTC Broadband,02/09/2023,Active,Leeds,8.13,FTTC2579667357
AST00656,ACC00240,FTTP Broadband,22/06/2024,Inactive,Reading,3.88,FTTP2265087467
AST00657,ACC00913,Broadband,25/05/2023,Active,Cardiff,5.62,BB2635827824
AST00658,ACC00818,Mobile Voice,04/12/2023,Active,Liverpool,6.87,MOB4339956785
AST00659,ACC00010,MPLS Circuit,23/11/2024,Active,Edinburgh,14.45,MPLS8989872062
AST00660,ACC00976,PSTN Line,21/01/2023,Ceased,Cardiff,2.47,PSTN1178686429
AST00661,ACC00653,MPLS Circuit,01/01/2026,Ceased,Glasgow,25.17,MPLS7490981695
AST00662,ACC00565,SD-WAN,12/07/2025,Active,Cardiff,14.38,SDWAN5217264691
AST00663,ACC00227,Mobile Voice,23/02/2026,Active,Cardiff,7.88,MOB3578728934
AST00664,ACC00273,Mobile Voice,08/01/2025,Ceased,Edinburgh,2.77,MOB1975084299
AST00665,ACC00974,FTTC Broadband,03/05/2025,Active,London,9.22,FTTC6670430921
AST00666,ACC00590,Cloud Voice,12/08/2025,Active,Cardiff,1.47,CV9338600986
AST00667,ACC00930,Broadband,19/01/2026,Active,Birmingham,2.92,BB6868472670
AST00668,ACC00314,Ethernet Circuit,05/03/2026,Active,Birmingham,60.23,ETH5946691824
AST00669,ACC00878,Ethernet Circuit,24/04/2025,Active,Birmingham,23.24,ETH6861732716
AST00670,ACC00400,PSTN Line,24/11/2025,Active,Leeds,1.43,PSTN3836912120
AST00671,ACC00797,Ethernet Circuit,20/07/2025,Active,London,57.74,ETH8418994056
AST00672,ACC00363,FTTC Broadband,25/02/2025,Active,Edinburgh,11.6,FTTC7149711358
AST00673,ACC00067,MPLS Circuit,30/10/2023,Inactive,Manchester,43.08,MPLS7818616034
AST00674,ACC00103,Cloud Voice,13/03/2026,Active,Cardiff,2.18,CV4113361699
AST00675,ACC00657,Ethernet Circuit,24/12/2024,Active,Leeds,23.68,ETH7959449909
AST00676,ACC00637,Mobile Voice,16/02/2025,Active,London,1.51,MOB6319850649
AST00677,ACC00615,SD-WAN,31/12/2024,Active,Cardiff,11.95,SDWAN2875699656
AST00678,ACC00623,FTTC Broadband,07/07/2025,Active,Manchester,6.33,FTTC2761615197
AST00679,ACC00727,Mobile Voice,29/04/2025,Active,Reading,1.62,MOB9684343623
AST00680,ACC00035,FTTP Broadband,25/04/2024,Active,Edinburgh,3.62,FTTP1353967942
AST00681,ACC00134,FTTC Broadband,24/05/2023,Active,London,11.33,FTTC1704137050
AST00682,ACC00615,PSTN Line,13/05/2024,Active,Edinburgh,1.5,PSTN4046868776
AST00683,ACC00337,Ethernet Circuit,10/08/2024,Active,Bristol,16.04,ETH6758261687
AST00684,ACC00136,PSTN Line,05/01/2025,Active,Cardiff,4.79,PSTN1967435706
AST00685,ACC00499,SD-WAN,11/04/2024,Active,Leeds,50.83,SDWAN9328871295
AST00686,ACC00581,Ethernet Circuit,15/01/2024,Active,Leeds,35.01,ETH5350704190
AST00687,ACC00795,Broadband,02/11/2023,Ceased,Cardiff,5.3,BB3779651440
AST00688,ACC00345,Ethernet Circuit,21/09/2023,Active,Glasgow,69.08,ETH7017370440
AST00689,ACC00657,PSTN Line,02/09/2023,Active,Leeds,4.83,PSTN1174839214
AST00690,ACC00049,MPLS Circuit,11/09/2025,Active,Edinburgh,22.92,MPLS1875349522
AST00691,ACC00121,Broadband,04/09/2023,Active,Liverpool,8.88,BB6285923814
AST00692,ACC00078,Ethernet Circuit,28/06/2024,Active,Reading,52.11,ETH7786245824
AST00693,ACC00218,FTTP Broadband,17/07/2023,Ceased,Bristol,10.13,FTTP2692172669
AST00694,ACC00169,Cloud Voice,19/11/2025,Ceased,Bristol,2.78,CV7912417901
AST00695,ACC00543,FTTP Broadband,14/10/2023,Active,London,14.67,FTTP1159187387
AST00696,ACC00406,Ethernet Circuit,07/01/2023,Active,Edinburgh,57.33,ETH8882396181
AST00697,ACC00892,Mobile Voice,11/03/2024,Active,Reading,5.21,MOB8894664524
AST00698,ACC00205,SD-WAN,10/02/2026,Active,Reading,41.16,SDWAN7389441964
AST00699,ACC00535,SD-WAN,06/01/2023,Active,Bristol,16.42,SDWAN3616897652
AST00700,ACC00534,Cloud Voice,28/04/2025,Active,Cardiff,3.26,CV8858345190
AST00701,ACC00930,Cloud Voice,17/02/2023,Inactive,Bristol,3.14,CV7666606489
AST00702,ACC00250,Cloud Voice,06/06/2025,Active,Glasgow,1.08,CV7797139833
AST00703,ACC00224,MPLS Circuit,18/04/2023,Active,Bristol,49.79,MPLS6703733456
AST00704,ACC00803,SD-WAN,07/06/2025,Active,Reading,45.89,SDWAN8951875279
AST00705,ACC00001,PSTN Line,04/08/2025,Active,Edinburgh,4.81,PSTN3323259821
AST00706,ACC00019,Mobile Voice,26/11/2025,Inactive,Reading,4.83,MOB5908189276
AST00707,ACC00505,Cloud Voice,06/04/2023,Active,Reading,3.04,CV3897063878
AST00708,ACC00681,MPLS Circuit,07/12/2023,Ceased,Leeds,32.31,MPLS7343665317
AST00709,ACC00191,PSTN Line,28/05/2024,Active,Birmingham,1.22,PSTN6663430193
AST00710,ACC00292,PSTN Line,21/02/2025,Inactive,London,4.68,PSTN6796650862
AST00711,ACC00140,FTTC Broadband,23/06/2024,Active,Birmingham,7.69,FTTC7168199852
AST00712,ACC00099,SIP Trunk,02/04/2023,Ceased,Bristol,1.42,SIP1422948505
AST00713,ACC00456,SIP Trunk,24/03/2026,Inactive,London,4.2,SIP1516318042
AST00714,ACC00669,SIP Trunk,15/08/2023,Active,Cardiff,2.23,SIP7513834365
AST00715,ACC00135,SD-WAN,18/11/2024,Active,Manchester,38.21,SDWAN3091471638
AST00716,ACC00266,MPLS Circuit,28/03/2025,Active,Manchester,57.03,MPLS8206520991
AST00717,ACC00980,Ethernet Circuit,05/05/2024,Active,Cardiff,38.65,ETH9553135019
AST00718,ACC00062,SD-WAN,12/08/2023,Active,Glasgow,37.55,SDWAN8954089343
AST00719,ACC00894,MPLS Circuit,13/06/2023,Inactive,London,47.56,MPLS4458867214
AST00720,ACC00310,Broadband,15/10/2025,Active,Birmingham,10.29,BB3723402406
AST00721,ACC00366,FTTC Broadband,25/03/2026,Active,Glasgow,13.02,FTTC8439349776
AST00722,ACC00947,SD-WAN,26/04/2024,Active,Liverpool,41.08,SDWAN4960111554
AST00723,ACC00836,SD-WAN,22/08/2023,Active,Glasgow,12.93,SDWAN7658867161
AST00724,ACC00846,Ethernet Circuit,31/08/2024,Active,Cardiff,68.24,ETH6788912298
AST00725,ACC00192,PSTN Line,13/12/2023,Active,Reading,1.48,PSTN9011412267
AST00726,ACC00153,SD-WAN,13/12/2024,Active,Cardiff,28.41,SDWAN2239373473
AST00727,ACC00857,Cloud Voice,30/05/2023,Active,Liverpool,2.15,CV3837116406
AST00728,ACC00875,SD-WAN,08/10/2023,Active,London,12.82,SDWAN7238448002
AST00729,ACC00851,Mobile Voice,29/03/2026,Active,Cardiff,5.85,MOB8149240811
AST00730,ACC00131,Mobile Voice,04/01/2023,Ceased,Birmingham,1.97,MOB1317118367
AST00731,ACC00191,Broadband,10/06/2025,Inactive,Edinburgh,10.02,BB9823519696
AST00732,ACC00694,FTTP Broadband,11/04/2024,Active,Birmingham,14.68,FTTP5288624324
AST00733,ACC00388,Ethernet Circuit,13/02/2023,Active,Edinburgh,65.38,ETH1488703933
AST00734,ACC00804,PSTN Line,11/02/2025,Inactive,Manchester,4.22,PSTN4318200715
AST00735,ACC00532,FTTC Broadband,26/06/2023,Active,London,5.54,FTTC9347894538
AST00736,ACC00650,FTTP Broadband,11/05/2025,Active,Reading,10.85,FTTP7221944784
AST00737,ACC00856,Mobile Voice,12/04/2024,Active,Leeds,5.73,MOB1018063958
AST00738,ACC00888,Mobile Voice,18/10/2024,Active,Manchester,3.75,MOB8932763290
AST00739,ACC00128,Cloud Voice,18/05/2024,Ceased,Manchester,2.3,CV9865374468
AST00740,ACC00760,PSTN Line,15/01/2024,Ceased,Bristol,3.39,PSTN9095834034
AST00741,ACC00646,Ethernet Circuit,02/11/2025,Active,Manchester,49.81,ETH7832468407
AST00742,ACC00569,Broadband,30/07/2023,Active,Reading,7.42,BB3469116658
AST00743,ACC00152,Cloud Voice,23/04/2024,Active,Edinburgh,2.83,CV1829335325
AST00744,ACC00189,FTTP Broadband,22/10/2025,Active,Manchester,7.68,FTTP1891386991
AST00745,ACC00562,Ethernet Circuit,09/03/2024,Active,Birmingham,66.59,ETH4769662262
AST00746,ACC00211,FTTC Broadband,19/02/2026,Active,London,3.81,FTTC7099048800
AST00747,ACC00257,PSTN Line,16/12/2025,Active,London,1.22,PSTN6978443800
AST00748,ACC00422,FTTP Broadband,05/11/2025,Active,Manchester,5.95,FTTP2058161943
AST00749,ACC00880,Ethernet Circuit,18/11/2024,Ceased,Manchester,64.46,ETH3667925656
AST00750,ACC00075,Mobile Voice,12/10/2025,Active,Reading,4.55,MOB3042255867
AST00751,ACC00755,FTTP Broadband,19/07/2025,Active,Leeds,3.08,FTTP7078726386
AST00752,ACC00142,MPLS Circuit,04/11/2023,Active,Liverpool,46.72,MPLS1756933721
AST00753,ACC00726,Cloud Voice,30/03/2026,Active,Manchester,2.6,CV2721498163
AST00754,ACC00446,Mobile Voice,02/12/2023,Active,Liverpool,4.25,MOB6092952098
AST00755,ACC00893,Broadband,01/09/2024,Active,Leeds,5.62,BB7413707609
AST00756,ACC00648,Mobile Voice,18/02/2026,Active,Reading,4.77,MOB1245983360
AST00757,ACC00892,Broadband,12/12/2023,Active,London,10.17,BB8276603575
AST00758,ACC00209,Broadband,30/08/2025,Active,London,4.19,BB4965175449
AST00759,ACC00695,SIP Trunk,17/01/2025,Active,Bristol,4.15,SIP1075566681
AST00760,ACC00190,Broadband,06/12/2024,Active,Edinburgh,8.71,BB4021090489
AST00761,ACC00850,FTTC Broadband,18/08/2023,Inactive,Glasgow,11.64,FTTC2678885361
AST00762,ACC00353,SD-WAN,03/01/2023,Active,Reading,11.8,SDWAN6973676908
AST00763,ACC00382,PSTN Line,21/06/2024,Active,Reading,3.27,PSTN3742322351
AST00764,ACC00733,PSTN Line,05/10/2025,Active,Edinburgh,4.34,PSTN2281203936
AST00765,ACC00288,SD-WAN,20/01/2025,Active,Edinburgh,51.2,SDWAN5978250622
AST00766,ACC00955,SIP Trunk,24/05/2025,Active,Edinburgh,4.52,SIP7754334406
AST00767,ACC00813,Ethernet Circuit,26/07/2025,Active,Manchester,49.02,ETH9121936617
AST00768,ACC00935,Mobile Voice,15/12/2023,Active,Leeds,5.42,MOB3524022054
AST00769,ACC00291,SD-WAN,21/02/2025,Active,Birmingham,33.71,SDWAN5162345168
AST00770,ACC00959,MPLS Circuit,17/01/2024,Active,Leeds,58.13,MPLS6587043814
AST00771,ACC00134,MPLS Circuit,09/10/2025,Active,Manchester,27.09,MPLS9491629550
AST00772,ACC00233,SIP Trunk,07/02/2025,Active,Liverpool,1.59,SIP4686389098
AST00773,ACC00855,SD-WAN,09/06/2023,Active,Cardiff,33.49,SDWAN6779805098
AST00774,ACC00920,Broadband,28/01/2025,Active,Liverpool,9.88,BB3598190870
AST00775,ACC00346,FTTC Broadband,11/02/2025,Ceased,Cardiff,10.94,FTTC8808235570
AST00776,ACC00708,Broadband,01/11/2024,Ceased,Liverpool,3.33,BB1568889671
AST00777,ACC00177,FTTC Broadband,06/07/2023,Active,Liverpool,7.65,FTTC3961124735
AST00778,ACC00111,Broadband,17/11/2025,Active,Cardiff,6.83,BB4412933438
AST00779,ACC00886,Mobile Voice,25/06/2025,Active,Reading,4.04,MOB5182962974
AST00780,ACC00660,SD-WAN,22/06/2024,Ceased,London,38.12,SDWAN8802751935
AST00781,ACC00514,Broadband,28/04/2024,Active,Manchester,9.54,BB3146715493
AST00782,ACC00257,Mobile Voice,30/08/2023,Active,Bristol,3.13,MOB4859204910
AST00783,ACC00150,FTTP Broadband,08/04/2026,Active,Edinburgh,4.99,FTTP7228270729
AST00784,ACC00759,Cloud Voice,03/02/2025,Active,Edinburgh,1.81,CV5616602759
AST00785,ACC00803,Ethernet Circuit,09/02/2024,Inactive,Edinburgh,45.65,ETH7242236486
AST00786,ACC00408,FTTP Broadband,12/04/2024,Active,Cardiff,5.68,FTTP4378482495
AST00787,ACC00967,Broadband,03/03/2025,Active,London,3.69,BB9912387718
AST00788,ACC00598,SIP Trunk,21/09/2024,Active,Edinburgh,3.65,SIP5938378291
AST00789,ACC00327,MPLS Circuit,31/10/2025,Active,Edinburgh,37.84,MPLS8709465636
AST00790,ACC00727,SD-WAN,10/05/2023,Active,Birmingham,49.64,SDWAN7018290756
AST00791,ACC00194,Mobile Voice,26/12/2025,Active,Leeds,3.61,MOB8146057252
AST00792,ACC00222,Cloud Voice,14/03/2024,Active,Cardiff,0.63,CV3504969962
AST00793,ACC00779,SD-WAN,10/04/2026,Active,London,34.18,SDWAN4746440155
AST00794,ACC00770,Broadband,18/01/2023,Active,Birmingham,8.39,BB7776906926
AST00795,ACC00322,Broadband,07/01/2023,Active,Manchester,7.79,BB3919908418
AST00796,ACC00401,FTTC Broadband,26/10/2023,Active,Edinburgh,6.96,FTTC3877536977
AST00797,ACC00671,Mobile Voice,10/07/2024,Ceased,Edinburgh,3.54,MOB8491481252
AST00798,ACC00388,Mobile Voice,09/03/2023,Active,Bristol,2.74,MOB4696477200
AST00799,ACC00204,PSTN Line,18/07/2023,Active,Edinburgh,6.04,PSTN4006130079
AST00800,ACC00555,SD-WAN,28/10/2025,Active,Glasgow,26.91,SDWAN8233210698
AST00801,ACC00462,FTTP Broadband,25/07/2025,Inactive,Cardiff,5.74,FTTP3492986462
AST00802,ACC00730,SD-WAN,07/03/2025,Ceased,Liverpool,43.5,SDWAN4163053913
AST00803,ACC00255,SD-WAN,16/12/2025,Inactive,Birmingham,17.58,SDWAN7587899982
AST00804,ACC00272,Broadband,18/05/2025,Active,Birmingham,5.63,BB8577534864
AST00805,ACC00574,Cloud Voice,04/01/2024,Active,Reading,0.97,CV2387813204
AST00806,ACC00661,FTTC Broadband,18/06/2024,Inactive,London,3.33,FTTC9731347104
AST00807,ACC00567,FTTC Broadband,27/05/2024,Active,Glasgow,7.79,FTTC4494205503
AST00808,ACC00048,SIP Trunk,27/05/2023,Active,Glasgow,3.93,SIP4462852562
AST00809,ACC00253,SIP Trunk,15/10/2024,Active,Reading,3.65,SIP8046147260
AST00810,ACC00704,Mobile Voice,24/08/2023,Active,Reading,3.89,MOB2235363465
AST00811,ACC00366,SD-WAN,15/11/2023,Active,Reading,47.7,SDWAN4178420307
AST00812,ACC00834,PSTN Line,07/04/2026,Inactive,Edinburgh,2.34,PSTN3557434840
AST00813,ACC00798,Cloud Voice,02/05/2023,Active,Birmingham,1.54,CV5729412384
AST00814,ACC00744,MPLS Circuit,28/11/2025,Active,Liverpool,34.28,MPLS3459900944
AST00815,ACC00783,SD-WAN,14/10/2025,Active,Glasgow,43.06,SDWAN5920457498
AST00816,ACC00795,Cloud Voice,11/09/2025,Active,Edinburgh,0.99,CV6845920483
AST00817,ACC00886,SD-WAN,19/01/2026,Active,Leeds,44.6,SDWAN4446042364
AST00818,ACC00571,Cloud Voice,17/10/2023,Inactive,Reading,2.05,CV7441183456
AST00819,ACC00391,FTTC Broadband,05/03/2025,Inactive,Liverpool,5.24,FTTC5258208355
AST00820,ACC00595,FTTC Broadband,17/06/2023,Ceased,London,3.9,FTTC2123328483
AST00821,ACC00850,Cloud Voice,01/05/2023,Active,Glasgow,1.92,CV8303097787
AST00822,ACC00466,Mobile Voice,07/02/2026,Active,Cardiff,7.07,MOB8358396411
AST00823,ACC00992,SIP Trunk,20/09/2023,Active,Edinburgh,4.79,SIP2845561612
AST00824,ACC00253,SD-WAN,19/11/2024,Active,Edinburgh,20.15,SDWAN2834611674
AST00825,ACC00670,PSTN Line,17/08/2023,Active,Bristol,1.66,PSTN6203713800
AST00826,ACC00171,Broadband,17/11/2023,Active,Leeds,8.98,BB7588297894
AST00827,ACC00743,FTTC Broadband,01/04/2026,Active,Leeds,7.47,FTTC7039475142
AST00828,ACC00825,Cloud Voice,06/09/2025,Active,Cardiff,1.75,CV3082504472
AST00829,ACC00668,Broadband,04/03/2023,Active,Liverpool,1.63,BB2362630368
AST00830,ACC00466,Mobile Voice,24/06/2025,Ceased,Bristol,6.42,MOB4155394487
AST00831,ACC00867,SD-WAN,11/09/2023,Ceased,London,10.16,SDWAN8188143525
AST00832,ACC00939,Mobile Voice,04/11/2024,Active,Bristol,6.5,MOB4898755254
AST00833,ACC00715,Ethernet Circuit,18/10/2025,Active,Liverpool,59.52,ETH4550025774
AST00834,ACC00548,Mobile Voice,02/06/2025,Active,Glasgow,7.86,MOB6673069626
AST00835,ACC00595,FTTP Broadband,06/03/2025,Active,Liverpool,2.89,FTTP6704158494
AST00836,ACC00356,SD-WAN,17/01/2025,Inactive,Bristol,31.74,SDWAN7140621492
AST00837,ACC00964,PSTN Line,28/04/2023,Active,London,4.92,PSTN8699005668
AST00838,ACC00838,Cloud Voice,11/11/2023,Active,Cardiff,0.61,CV2745072464
AST00839,ACC00669,Broadband,29/01/2024,Active,Glasgow,5.77,BB4626609986
AST00840,ACC00027,SD-WAN,03/05/2023,Active,Glasgow,35.04,SDWAN5155593758
AST00841,ACC00394,MPLS Circuit,04/12/2025,Inactive,Manchester,48.6,MPLS6729142826
AST00842,ACC00877,Ethernet Circuit,30/07/2025,Inactive,Cardiff,29.82,ETH6068687908
AST00843,ACC00900,MPLS Circuit,15/03/2023,Active,London,32.41,MPLS3585289848
AST00844,ACC00533,Ethernet Circuit,06/02/2024,Active,Liverpool,74.73,ETH5007517809
AST00845,ACC00035,FTTC Broadband,24/09/2024,Ceased,Glasgow,3.95,FTTC1546110983
AST00846,ACC00379,SIP Trunk,01/01/2023,Active,Birmingham,1.13,SIP4613846075
AST00847,ACC00123,Cloud Voice,22/02/2024,Active,Liverpool,1.35,CV1881591887
AST00848,ACC00934,SIP Trunk,01/05/2024,Active,Leeds,2.05,SIP9628332966
AST00849,ACC00146,MPLS Circuit,26/12/2025,Active,London,16.23,MPLS3156085741
AST00850,ACC00252,SIP Trunk,06/11/2024,Ceased,Edinburgh,2.65,SIP7668036990
AST00851,ACC00308,SIP Trunk,18/04/2025,Active,Liverpool,3.73,SIP3102751238
AST00852,ACC00621,Cloud Voice,16/07/2025,Ceased,Manchester,2.71,CV1325024049
AST00853,ACC00531,PSTN Line,01/05/2023,Active,London,6.27,PSTN2732545145
AST00854,ACC00242,FTTP Broadband,22/11/2024,Active,Reading,8.16,FTTP1684140163
AST00855,ACC00610,SD-WAN,24/01/2025,Active,Edinburgh,45.05,SDWAN3229300650
AST00856,ACC00101,MPLS Circuit,21/08/2024,Active,Glasgow,11.6,MPLS6660952679
AST00857,ACC00800,MPLS Circuit,22/06/2024,Inactive,Bristol,41.29,MPLS1476343487
AST00858,ACC00194,MPLS Circuit,22/12/2023,Ceased,Reading,53.56,MPLS7605552147
AST00859,ACC00218,FTTC Broadband,26/12/2025,Active,Bristol,4.74,FTTC5409553060
AST00860,ACC00853,FTTC Broadband,25/07/2024,Active,Liverpool,8.6,FTTC5698957537
AST00861,ACC00777,FTTP Broadband,26/07/2023,Active,London,13.22,FTTP5636972154
AST00862,ACC00028,Broadband,14/09/2023,Inactive,Glasgow,9.3,BB6882630390
AST00863,ACC00822,SD-WAN,02/01/2023,Active,Liverpool,42.27,SDWAN9936654766
AST00864,ACC00130,SIP Trunk,11/03/2026,Active,Manchester,1.02,SIP5482275058
AST00865,ACC00652,FTTP Broadband,27/07/2023,Active,Birmingham,2.56,FTTP9163071699
AST00866,ACC00244,Ethernet Circuit,05/11/2023,Inactive,Liverpool,62.19,ETH2782434592
AST00867,ACC00052,PSTN Line,08/04/2024,Active,Birmingham,4.28,PSTN5522354765
AST00868,ACC00465,MPLS Circuit,16/11/2025,Active,Glasgow,52.27,MPLS9906296910
AST00869,ACC00378,FTTP Broadband,24/10/2023,Ceased,Birmingham,4.25,FTTP9248885816
AST00870,ACC00230,MPLS Circuit,07/12/2025,Active,Manchester,16.94,MPLS7275590137
AST00871,ACC00543,Broadband,23/09/2024,Active,Bristol,4.42,BB9527704040
AST00872,ACC00521,Ethernet Circuit,09/05/2024,Active,Bristol,54.25,ETH4049439167
AST00873,ACC00827,Ethernet Circuit,14/11/2024,Active,Reading,74.49,ETH7495535470
AST00874,ACC00458,Cloud Voice,27/04/2024,Ceased,Glasgow,1.52,CV1079243744
AST00875,ACC00985,Mobile Voice,26/07/2024,Active,Cardiff,2.4,MOB3678002125
AST00876,ACC00768,SD-WAN,25/07/2025,Active,London,17.49,SDWAN8524808600
AST00877,ACC00135,FTTC Broadband,29/10/2025,Active,London,3.92,FTTC3213139239
AST00878,ACC00293,Ethernet Circuit,16/01/2025,Active,Leeds,62.69,ETH6164227131
AST00879,ACC00674,Mobile Voice,30/04/2023,Active,Birmingham,4.13,MOB3506010566
AST00880,ACC00038,Ethernet Circuit,24/08/2023,Active,London,51.94,ETH8677117256
AST00881,ACC00901,Cloud Voice,07/12/2024,Inactive,Manchester,3.04,CV2750740411
AST00882,ACC00515,Mobile Voice,28/01/2025,Ceased,Edinburgh,6.56,MOB3885149733
AST00883,ACC00722,MPLS Circuit,17/12/2023,Active,Bristol,9.17,MPLS2264422494
AST00884,ACC00338,SD-WAN,06/07/2025,Active,Leeds,23.92,SDWAN5043793959
AST00885,ACC00209,Mobile Voice,15/09/2025,Active,Glasgow,7.88,MOB6033525468
AST00886,ACC00056,SIP Trunk,15/04/2026,Active,Cardiff,3.9,SIP1422455562
AST00887,ACC00345,FTTP Broadband,23/12/2024,Active,Glasgow,10.35,FTTP3752939986
